"Noncode_id","Lncbook_id","UID","target","gene_name","ensembl_id","num_id","PMID","NCBI_id","reason_summary","Organism","Alias","chr","start","end","strand","cancer_related","disease_related","vivo","vitro"
"NONHSAG040976.2","HSALNG0043377","ELH002112","CTC-467M3.3","N.A.","ENSG00000250377.3","116","30395134","124901024","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr5","88692645","88693972","-","0","0","0","1"
"NONHSAG025934.2","HSALNG0126331","ELH001366","CTC-490G23.4","N.A.","ENSG00000272396.1","117","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr19","43360685","43368970","-","0","0","0","1"
"NONHSAG021893.2","HSALNG0145084","ELH001112","CTC-501O10.1","LINC02594","ENSG00000267440.2","118","30395134","105371786","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr17","43680273","43705884","+","0","0","0","1"
"NONHSAG018829.2","HSALNG0110102","ELH000883","CTC-508F8.1","N.A.","ENSG00000289640.2","119","30395134","107984888","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr16","21120758","21130108","+","0","0","0","1"
"NONHSAG024826.2","HSALNG0124011","ELH001291","CTC-510F12.4","N.A.","ENSG00000267174.7","120","30395134","105372274","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr19","11300777","11324441","-","0","0","0","1"
"NONHSAG008859.2","HSALNG0085244","ELH000467","CTD-2007L18.5","N.A.","ENSG00000260808.1","121","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr11","68612899","68616711","-","0","0","0","1"
"NONHSAG021976.3","HSALNG0116843","ELH001114","CTD-2020K17.3","N.A.","ENSG00000233175.3","122","27798563","107985040","[CRISPR delete] Verified by the CRISPR delete experiment. ","Human","N.A.","chr17","45238028","45241734","-","0","0","0","1"
"NONHSAG040444.2","HSALNG0042001","ELH002074","CTD-2023N9.1","N.A.","ENSG00000250961.3","123","30395134","102724122","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr5","57395060","57533424","+","0","0","0","1"
"NONHSAG040408.2","HSALNG0041918","ELH002073","CTD-2031P19.5","N.A.","ENSG00000262211.1","124","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr5","55936143","55941727","+","0","0","0","1"
"NONHSAG039617.2","HSALNG0039427","ELH002055","CTD-2083E4.4","N.A.","ENSG00000260774.1","125","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr5","213898","217279","-","0","0","0","1"
"NONHSAG026575.2","HSALNG0127637","ELH001399","CTD-2105E13.14","N.A.","ENSG00000268729.1","126","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr19","55312029","55312495","-","0","0","0","1"
"NONHSAG039951.3","HSALNG0040318","ELH002021","CTD-2165H16.4","N.A.","ENSG00000261360.4","127","30395134","728178","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr5","14661808","14664604","-","0","0","0","1"
"N.A.","HSALNG0145934","ELH001358","CTD-2195B23.3","N.A.","ENSG00000269652.1","128","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr19","41221426","41222051","-","0","0","0","1"
"NONHSAG089916.1","N.A.","ELH002114","CTD-2231H16.1","N.A.","N.A.","129","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr5","92151","139863","+","0","0","0","1"
"NONHSAG024908.3","HSALNG0124175","ELH001299","CTD-2265O21.7","N.A.","ENSG00000267735.2","130","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr19","12880969","12884088","+","0","0","0","1"
"NONHSAG018893.3","HSALNG0110246","ELH000890","CTD-2270L9.4","N.A.","ENSG00000260136.7","131","30395134","124903667","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr16","23452758","23457606","+","0","0","0","1"
"NONHSAG022378.3","HSALNG0117822","ELH001152","CTD-2319I12.4","N.A.","ENSG00000267248.6","132","30395134","100996660","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr17","60126535","60135644","-","0","0","0","1"
"NONHSAG021410.2","HSALNG0145258","ELH001051","CTD-2349P21.6","N.A.","ENSG00000265443.1","133","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr17","30726305","30727564","-","0","0","0","1"
"NONHSAG051568.2","HSALNG0069439","ELH002431","CTD-2517M22.17","N.A.","ENSG00000265393.1","134","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr8","144512567","144513672","+","0","0","0","1"
"NONHSAG026599.2","HSALNG0127701","ELH001403","CTD-2537I9.12","N.A.","ENSG00000267523.1","135","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr19","55661901","55674715","-","0","0","0","1"
"NONHSAG015352.2","HSALNG0102229","ELH000748","CTD-2540L5.5","N.A.","ENSG00000259115.1","136","30395134","101928075","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr14","70593314","70641204","-","0","0","0","1"
"NONHSAG049421.3","HSALNG0063153","ELH002463","CTD-2541M15.1","MCPH1-AS1","ENSG00000249898.11","137","27798563","100507530","[CRISPR delete] Verified by the CRISPR delete experiment. ","Human","N.A.","chr8","6618475","6708209","-","0","0","0","1"
"NONHSAG022965.2","HSALNG0119217","ELH001207","CTD-2561B21.3","N.A.","ENSG00000262662.1","138","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr17","80960766","80961713","-","0","0","0","1"
"NONHSAG008199.3","HSALNG0083976","ELH000426","CTD-2589M5.5","N.A.","ENSG00000254639.2","139","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr11","46238382","46239267","+","0","0","0","1"
"NONHSAG026364.3","HSALNG0127211","ELH001394","CTD-2616J11.2","N.A.","ENSG00000255441.1","140","30395134","100129083","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr19","51415724","51417425","+","0","0","0","1"
"NONHSAG015916.2","HSALNG0103753","ELH000694","CTD-2644I21.1","N.A.","ENSG00000258576.1","141","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr14","100587775","100589326","-","0","0","0","1"
"NONHSAG024903.2","HSALNG0124170","ELH001297","CTD-2659N19.10","N.A.","ENSG00000267062.1","142","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr19","12796823","12801849","+","0","0","0","1"
"NONHSAG039664.3","HSALNG0039534","ELH001996","CTD-3080P12.3","N.A.","ENSG00000249201.3","143","30395134","101928857","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr5","1173141","1178605","-","0","0","0","1"
"NONHSAG024282.3","HSALNG0122852","ELH001333","CTD-3113P16.5","N.A.","ENSG00000267124.2","144","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr19","305573","306467","+","0","0","0","1"
"NONHSAG050670.2","HSALNG0066730","ELH002472","CTD-3118D11.2","N.A.","ENSG00000253675.1","145","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr8","86098965","86154225","-","0","0","0","1"
"NONHSAG024676.2","HSALNG0123699","ELH001419","CTD-3193O13.14","N.A.","ENSG00000269813.1","146","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr19","7959123","7960012","+","0","0","0","1"
"NONHSAG024671.3","HSALNG0123692","ELH001418","CTD-3193O13.8","N.A.","ENSG00000269139.3","147","30395134","124904629","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr19","7926001","7926810","+","0","0","0","1"
"NONHSAG041707.2","HSALNG0148981","ELH002013","CTD-3224K15.2","CXXC5-AS1","ENSG00000250635.2","148","30395134","111082989","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr5","139648999","139649728","-","0","0","0","1"
"NONHSAG001360.2","HSALNG0003376","ELH000204","CYP4A22-AS1","CYP4A22-AS1","ENSG00000225506.3","149","30395134","105378701","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr1","47096653","47179271","-","0","0","0","1"
"NONHSAG033254.3","HSALNG0133982","ELH001730","DGCR5","DGCR5","ENSG00000273032.4","150","27798563","26220","[CRISPR delete] Verified by the CRISPR delete experiment. ","Human","N.A.","chr22","18970514","19031242","+","0","0","0","1"
"N.A.","N.A.","ELH002666","DGKK","N.A.","N.A.","151","27798563","N.A.","[CRISPR delete] Verified by the CRISPR delete experiment. ","Human","N.A.","chrX","50365409","50470738","-","0","0","0","1"
"NONHSAG016403.2","HSALNG0104750","ELH000791","DKFZP434L187","LINC02249","ENSG00000225930.5","152","30395134","26082","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr15","30196036","30214540","+","0","0","0","1"
"NONHSAG054699.2","HSALNG0138431","ELH002669","DLG3-AS1","DLG3-AS1","ENSG00000231651.2","153","30395134","100873930","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chrX","70452958","70455994","-","0","0","0","1"
"NONHSAG022893.3","HSALNG0119037","ELH001205","DNAH17-AS1","DNAH17-AS1","ENSG00000267432.6","154","30395134","100996295","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr17","78484882","78503056","+","0","0","0","1"
"NONHSAG041241.2","HSALNG0044150","ELH001987","EPB41L4A-AS1","EPB41L4A-AS1","ENSG00000224032.10","155","30395134","114915","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr5","112160526","112164276","+","0","0","0","1"
"NONHSAG053228.2","HSALNG0073809","ELH002494","FAM225B","FAM225B","ENSG00000225684.5","156","30395134","100128385","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr9","113103338","113111500","-","0","0","0","1"
"NONHSAG051166.2","HSALNG0068190","ELH002382","FAM83A-AS1","FAM83A-AS1","ENSG00000204949.12","157","30395134","100131726","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr8","123201172","123202743","-","0","0","0","1"
"NONHSAG000047.3","HSALNG0000041","ELH000222","FAM87B","LINC01128,FAM87B","ENSG00000177757.3","158","30395134","400728","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr1","817371","819837","+","0","0","0","1"
"NONHSAG007384.2","HSALNG0082135","ELH000396","FAM99A","FAM99A","ENSG00000205866.5","159","30395134","387742","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr11","1665597","1667856","+","0","0","0","1"
"N.A.","HSALNG0117165","ELH001126","FLJ40194","N.A.","ENSG00000177369.12","160","30395134","124871","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr17","49248239","49258662","+","0","0","0","1"
"NONHSAG033224.2","HSALNG0133942","ELH001727","FLJ41941","LINC01634","ENSG00000235295.3","161","30395134","100192420","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr22","18029385","18037968","+","0","0","0","1"
"NONHSAG014289.2","HSALNG0099625","ELH000647","GAS6-AS1","GAS6-AS1","ENSG00000233695.2","162","30395134","650669","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr13","113815630","113845744","+","0","0","0","1"
"NONHSAG013954.2","HSALNG0098618","ELH000692","GPC5-IT1","GPC5-IT1","ENSG00000236240.1","163","30395134","100874293","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr13","92484606","92510094","+","0","0","0","1"
"NONHSAG014267.2","HSALNG0099584","ELH000645","GRTP1-AS1","GRTP1-AS1","ENSG00000225083.3","164","30395134","100874068","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr13","113351673","113361868","+","0","0","0","1"
"NONHSAG047842.3","HSALNG0058603","ELH002335","GS1-124K5.4","N.A.","ENSG00000237310.4","165","30395134","100289098","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr7","66493706","66495474","+","0","0","0","1"
"NONHSAG048323.3","HSALNG0059906","ELH002371","GS1-259H13.2","N.A.","N.A.","166","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr7","99598066","99610813","+","0","0","0","1"
"NONHSAG051542.2","HSALNG0069401","ELH002427","GS1-393G12.12","N.A.","ENSG00000254690.1","167","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr8","144314590","144315138","-","0","0","0","1"
"NONHSAG036047.3","HSALNG0028877","ELH001819","H1FX-AS1","H1FX-AS1","ENSG00000206417.9","168","30395134","339942","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr3","129315392","129326225","+","0","0","0","1"
"NONHSAG032267.3","HSALNG0131591","ELH001673","HAR1A","HAR1A","ENSG00000225978.4","169","30395134","768096","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr20","63102205","63104386","+","0","0","0","1"
"NONHSAG043433.2","HSALNG0049194","ELH002176","HCG20","IER3-AS1,HCG20","ENSG00000228022.7","170","30395134","105375013","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr6","30766825","30792250","+","0","0","0","1"
"NONHSAG043592.2","HSALNG0049493","ELH002184","HCG24","HCG24","ENSG00000230313.1","171","30395134","414768","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr6","33144783","33147767","+","0","0","0","1"
"NONHSAG031581.2","HSALNG0129497","ELH001644","HM13-AS1","HM13-AS1","ENSG00000230613.2","172","27798563","100874042","[CRISPR delete] Verified by the CRISPR delete experiment. ","Human","N.A.","chr20","31567707","31573263","-","0","0","0","1"
"NONHSAG004868.3","HSALNG0012112","ELH000172","HNRNPU-AS1","N.A.","N.A.","173","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr1","244840638","244846903","-","0","0","0","1"
"NONHSAG011264.3","HSALNG0091318","ELH000592","HOTAIR","HOTAIR","ENSG00000228630.8","174","27798563","100124700","[CRISPR delete] Verified by the CRISPR delete experiment. ","Human","N.A.","chr12","53962308","53974956","-","0","0","0","1"
"NONHSAG022088.2","HSALNG0117107","ELH001121","HOXB-AS4","HOXB-AS4","ENSG00000242207.1","175","30395134","100874351","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr17","48628675","48634932","+","0","0","0","1"
"NONHSAG073419.1","HSALNG0145175","ELH001206","HP09025","LINC02078","ENSG00000267719.2","176","30395134","100652929","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr17","79707266","79712317","+","0","0","0","1"
"NONHSAG001238.3","HSALNG0003100","ELH000198","HYI-AS1","HYI-AS1","ENSG00000229348.1","177","30395134","100873923","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr1","43453927","43456995","+","0","0","0","1"
"NONHSAG051448.3","HSALNG0069183","ELH002415","JRK","N.A.","N.A.","178","27798563","N.A.","[CRISPR delete] Verified by the CRISPR delete experiment. ","Human","N.A.","chr8","142657460","142681968","-","0","0","0","1"
"NONHSAG033480.3","HSALNG0134418","ELH001751","KB-1572G7.3","N.A.","ENSG00000228315.13","179","30395134","124905089","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr22","23630618","23638941","-","0","0","0","1"
"N.A.","N.A.","ELH001725","KB-7G2.8","N.A.","ENSG00000273244.1","180","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr22","16676016","16694648","-","0","0","0","1"
"NONHSAG006735.3","HSALNG0080249","ELH000242","KCNIP2-AS1","KCNIP2-AS1","ENSG00000226009.4","181","30395134","100289509","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr10","101819078","101828779","+","0","0","0","1"
"NONHSAG025939.2","HSALNG0145759","ELH001368","L34079.4","N.A.","ENSG00000269583.1","182","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr19","43574638","43575618","+","0","0","0","1"
"NONHSAG018372.2","HSALNG0109085","ELH000907","LA16c-321D4.2","N.A.","ENSG00000262482.2","183","30395134","105371055","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr16","2939714","2954276","-","0","0","0","1"
"NONHSAG071444.2","HSALNG0109096","ELH000912","LA16c-380H5.3","N.A.","N.A.","184","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr16","2999902","3000389","+","0","0","0","1"
"NONHSAG071444.2","HSALNG0109096","ELH000913","LA16c-380H5.4","N.A.","N.A.","185","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr16","3001300","3002016","+","0","0","0","1"
"NONHSAG020281.2","HSALNG0113485","ELH000995","LA16c-444G7.1","N.A.","ENSG00000260420.4","186","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr16","88234785","88302511","+","0","0","0","1"
"NONHSAG033139.2","HSALNG0133772","ELH001722","LA16c-4G1.3","N.A.","ENSG00000233866.1","187","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr22","15914721","15915800","-","0","0","0","1"
"NONHSAG004743.2","HSALNG0011777","ELH000164","LGALS8-AS1","LGALS8-AS1","ENSG00000223776.5","188","27798563","100287902","[CRISPR delete] Verified by the CRISPR delete experiment. ","Human","N.A.","chr1","236523069","236524508","-","0","0","0","1"
